Account,Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Impr.,Cost,Conversions,is_aimax,cat,why
Ortho Excellence,moss wall ortho,Phrase match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,aesthetic dental clinic,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,pediatric dentist near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,4,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,one dental bainbridge island,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,happy kids federal way,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Ortho Excellence,avenue dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,luna dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,8,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,wisdom teeth removal tacoma,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,4,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,6th ave dental tacoma,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,dentist and orthodontist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,molen auburn wa,AI Max,Excluded,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,1,3,15.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Ortho Excellence,franklin dental oakland ca,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Clearly Wasteful,Out-of-market geography
Ortho Excellence,willamette dental near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,m m i dental center,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,northwest dental auburn,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,1,4,14.98,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,health point federal way dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,lakewood orthodontics,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,ortodontis near me,Exact match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,kent children's dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,cost of braces,Exact match (close variant),Added,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,sunrise dental of lakewood,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,emerald dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,pacific northwest oral & maxillofacial surgeons dental implants & wisdom teeth near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,orthodontist that take blue cross blue shield near me,Phrase match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,coordinated care dental providers,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,ossman harding dental,AI Max,Excluded,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,4,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,dental clips for missing teeth near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,jaw surgery near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Ortho Excellence,just for kids bonney lake,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Ortho Excellence,bonney lake childrens dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,advanced orthodontics,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,emergency dentist lakewood,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,legacy dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,smiles 4 kids tacoma,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,5,0.0,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Ortho Excellence,puyallup braces,Exact match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,bellevue park dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Clearly Wasteful,Out-of-market geography
Ortho Excellence,puyallup braces,Phrase match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,pediatric dentist federal way,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,green leaf dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,dentist near,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,11,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,pacific nw orthodontics,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,1,1,14.9,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,wellness dental clinic,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,dentist accepting apple health,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,todays dental yelm,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,braces tacoma wa,Exact match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,federal way dental clinic,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,emergency dentist bonney lake,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,laura vandyke,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Ortho Excellence,lighthouse dental studio,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,rasmussen dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,invisalign,AI Max,Added,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,yelm dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,cedar river dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,plancich dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,1,2,14.88,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,orthodontist tmj,Phrase match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,False,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,the smart orthodontic group,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,3,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,orting dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,peralta ortho,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,orthodontist puyallup,Phrase match (close variant),Added,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,3,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,northwest dental near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,rewards dental kent,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,6,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,teeth whitening,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,renton public health center dental clinic,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Clearly Wasteful,Out-of-market geography
Ortho Excellence,sunrise dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,26,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,northwest denture,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,bellevue dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Clearly Wasteful,Out-of-market geography
Ortho Excellence,bridgeport dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,childrens dentist near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,luna dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,evergreen dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,dentist for kids near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,children's dental care kent,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,sunrise dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,dental village tacoma,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,kids dentist kent wa,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,veneers cost,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,crown dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,willamette dental group near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Braces/Invisalign - Bonney Lakes,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,bright dental tacoma,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,complete dental care kent,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,1,3,14.75,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,east hill dentist,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,panther lake dental,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,"General dentistry (adjacent, not orthodontics)"
Ortho Excellence,optimal dental renton,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,1,1,14.74,0.0,True,Clearly Wasteful,Out-of-market geography
Ortho Excellence,invisalign near me,Phrase match (close variant),Added,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,waoms puyallup,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Ortho Excellence,tend near me,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,1,1,4.98,0.0,True,Borderline / Low Intent,Person/practice-name navigational (no service intent)
Ortho Excellence,childrens dentist bonney lake,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,2,0.0,0.0,True,Irrelevant,Different dental specialty / non-orthodontic service
Ortho Excellence,smiles 4 kids,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,1,10,2.36,0.0,True,Borderline / Low Intent,Competitor practice-name navigational (no service intent)
Ortho Excellence,hamilton orthodontics,AI Max,None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,True,Relevant / Acceptable,"Core orthodontic service, no geo/commercial modifier"
Ortho Excellence,orthodontist sumner wa,Phrase match (close variant),None,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_Puyallup,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
Ortho Excellence,invisilign near me,Exact match,Added,OM_Search_OE_BonneyLakes / Puyallup_2022,Search_BonneyLakes_Ortho,0,1,0.0,0.0,False,Highly Relevant,Core orthodontic service + local/commercial intent
